"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","CSSRAT01","CSSRAT07","SUCCESS4","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","HistDisadv"
5,5,5,5,5,5,3,3,4,5,5,3,4,4,2,1,2,8,6,1,0,0,0,11,8,2,3,1,5,5,2,7,6,4,5,5,-0.292714586252046
4,4,5,5,5,4,2,5,4,4,4,3,4,3,2,1,2,8,6,1,0,1,0,11,8,2,3,1,5,5,5,8,8,6,5,2,-0.211053130853549
4,4,5,4,4,4,2,3,4,2,3,3,3,4,2,1,2,6,5,1,0,1,1,10,7,2,3,1,4,4,15,4,5,5,5,1,-0.0031361190356389
4,4,5,4,3,3,3,4,4,3,5,3,4,3,3,1,2,6,5,1,0,2,1,8,8,2,3,1,4,4,4,5,7,6,1,4,0.279866117759604
5,5,5,5,4,3,3,4,5,5,5,5,5,5,2,1,1,8,8,2,0,0,0,14,7,2,3,1,4,4,7,5,6,8,7,3,-0.816975370790688
5,5,5,5,4,4,3,4,5,3,5,5,5,4,3,1,1,5,5,3,1,0,1,12,6,2,2,1,3,3,13,8,8,6,6,2,-0.291694711497771
5,4,5,5,4,4,3,4,4,4,4,2,4,3,2,1,1,5,4,3,1,1,1,5,7,2,1,1,4,4,16,5,7,3,3,1,0.520963116398442
4,4,5,4,4,4,3,2,4,3,4,4,4,3,2,1,1,5,5,3,1,1,1,4,7,2,3,1,4,5,8,5,5,5,5,3,0.601178891079114
4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,2,5,5,4,1,1,1,10,7,2,3,1,4,4,7,4,4,4,2,3,0.0646735189765347
5,5,5,5,4,5,3,5,5,4,5,3,4,4,3,1,1,6,5,1,0,0,1,10,6,2,3,1,3,5,4,7,8,7,4,5,-0.0836461388982
4,4,4,4,4,5,3,3,4,4,4,4,5,4,2,1,1,6,5,1,0,1,1,8,8,2,3,1,4,4,12,6,6,4,3,1,0.200130845736632
5,4,5,4,4,4,2,5,2,4,4,2,4,3,2,1,2,6,5,1,0,1,1,8,8,2,3,1,4,5,2,7,7,7,4,5,0.200130845736632
5,4,4,4,3,5,2,4,3,3,2,2,3,3,2,1,2,8,8,1,0,1,0,9,7,2,3,1,4,5,16,5,8,4,1,1,0.0253276426694064
5,4,4,4,4,4,3,3,4,5,4,4,4,3,2,1,2,8,8,1,0,1,0,9,7,2,3,1,4,3,2,8,7,5,1,3,0.0253276426694064
5,5,5,5,4,3,3,5,5,4,5,5,5,3,2,1,1,8,8,1,0,1,0,10,5,2,4,1,4,3,3,5,3,6,6,7,-0.0831991516385535
4,5,5,4,4,3,2,4,4,5,5,5,4,3,2,1,2,8,8,1,0,1,0,8,8,2,3,1,4,4,16,6,8,6,6,4,0.118708149113598
4,5,4,5,4,4,3,4,3,4,5,5,5,3,3,1,2,8,8,1,0,1,0,8,7,2,3,1,4,4,13,4,5,5,1,3,0.118708149113598
4,5,4,4,4,4,3,4,5,4,5,2,2,3,2,1,2,8,8,1,0,1,0,8,7,2,3,1,4,3,16,7,6,8,4,3,0.118708149113598
4,5,5,4,4,4,2,2,3,3,3,3,3,4,3,1,1,8,8,1,0,1,0,8,7,2,1,1,4,3,10,6,5,5,4,4,0.118708149113598
4,3,5,4,3,4,2,3,3,3,4,2,3,3,3,2,2,8,8,1,0,1,0,10,8,2,3,1,4,5,7,7,8,4,1,2,-0.0831991516385535
4,4,5,4,4,4,2,4,4,5,5,5,5,2,2,1,2,8,8,1,0,2,0,10,7,2,3,1,4,4,2,4,6,5,3,3,-0.00196027433263968
4,4,4,5,4,2,2,3,4,3,3,4,5,3,3,1,2,5,7,1,0,1,1,7,8,2,3,1,5,4,7,5,5,5,2,3,0.297508794071883
4,4,5,4,5,3,3,4,4,4,4,4,4,3,3,1,2,5,6,1,0,1,1,10,7,2,3,1,5,4,15,5,5,5,1,3,-0.0031361190356389
4,4,4,4,3,3,2,4,4,4,4,4,4,4,2,1,2,8,5,2,0,1,0,12,6,2,3,1,4,4,3,5,5,5,4,2,-0.362981021838155
4,3,4,4,4,4,3,4,4,3,3,2,3,4,2,1,1,8,8,1,0,0,0,10,7,2,1,1,4,3,4,4,6,5,4,1,-0.163308625860327
4,4,5,4,3,3,2,5,4,4,5,5,1,3,2,1,1,3,4,2,0,1,1,11,7,2,1,1,4,3,4,6,7,5,2,4,-0.131372397305625
5,5,5,5,4,4,3,3,4,2,4,4,4,2,3,1,2,3,5,2,0,1,1,12,7,2,1,1,4,4,8,6,4,4,1,1,-0.282031296498387
4,4,4,4,4,3,2,4,4,1,4,3,1,1,2,1,1,5,5,2,0,1,1,8,5,2,3,1,4,2,9,6,7,3,3,3,0.200130845736632
5,5,5,5,3,5,2,5,5,5,5,5,5,4,2,1,1,8,8,1,0,1,0,11,8,2,3,1,4,5,12,7,6,4,3,4,-0.211053130853549
5,5,5,5,5,3,3,2,4,5,4,3,4,3,2,1,1,8,8,1,0,0,0,12,8,2,4,1,4,5,8,5,6,7,4,1,-0.448278988621203
5,5,5,5,5,5,3,2,4,4,5,3,5,5,2,1,1,8,8,1,0,1,0,12,8,2,3,1,4,5,3,7,7,5,6,4,-0.362981021838155
5,5,5,5,4,4,3,4,4,5,5,4,5,4,2,1,1,8,8,1,0,0,0,12,8,2,3,1,4,5,11,8,5,5,2,4,-0.448278988621203
4,4,4,4,4,4,3,5,4,4,5,4,5,4,2,1,2,8,8,1,0,1,0,11,8,2,3,1,4,4,2,6,6,6,4,4,-0.211053130853549
5,4,5,5,4,5,3,5,5,1,5,5,4,3,2,1,2,8,8,1,0,1,0,11,8,2,3,1,4,5,15,7,8,5,2,3,-0.211053130853549
4,4,3,3,3,4,2,4,2,2,4,4,3,4,2,1,1,8,8,1,0,0,0,14,5,2,3,1,4,4,13,3,1,8,8,1,-0.816975370790688
5,5,5,5,5,5,3,3,4,5,4,5,5,4,2,1,2,8,8,1,0,0,0,13,7,2,3,1,4,4,3,5,6,5,7,6,-0.594556629082805
5,4,5,4,5,4,3,4,4,4,4,4,4,4,2,1,1,8,8,1,0,0,0,13,6,2,3,1,4,5,3,5,6,6,3,2,-0.594556629082805
5,5,5,5,4,5,3,4,4,4,4,4,5,4,2,1,2,3,3,1,0,1,1,8,6,2,3,1,4,4,5,4,4,5,5,3,0.200130845736632
4,3,4,3,3,4,2,4,3,3,3,3,4,4,3,1,2,3,3,1,0,0,1,10,7,2,3,1,4,4,8,3,6,6,2,1,-0.0836461388982
5,4,5,5,4,5,3,4,5,1,5,4,5,3,3,1,1,3,3,1,0,1,1,8,6,2,3,1,4,4,13,7,6,6,1,1,0.200130845736632
5,5,5,5,4,4,3,4,4,5,5,4,4,4,2,1,1,6,8,1,0,1,0,12,8,2,3,1,5,5,7,8,8,4,3,4,-0.362981021838155
5,4,5,5,4,4,3,5,5,5,5,4,5,4,2,1,2,6,5,1,0,0,1,10,8,2,3,1,3,5,15,6,6,6,5,3,-0.0836461388982
5,5,5,5,5,5,3,4,4,2,3,2,1,4,3,1,2,6,5,1,0,1,1,10,7,2,3,1,3,5,4,3,5,3,1,3,-0.0031361190356389
5,5,5,5,5,5,3,1,4,3,4,1,4,3,2,1,1,3,3,2,0,1,1,11,6,2,3,1,4,5,8,3,6,8,3,1,-0.131372397305625
4,4,4,4,4,4,3,5,5,3,5,4,5,4,2,1,2,8,6,3,1,0,0,10,7,2,3,1,4,4,8,5,4,5,4,3,-0.0941659495932684
4,4,5,5,4,5,3,4,4,4,5,4,4,5,2,1,1,8,6,3,1,0,0,9,7,2,3,1,4,5,3,5,6,8,6,1,0.0135686559851862
5,5,5,5,5,5,3,3,4,4,4,4,4,4,2,1,2,6,5,3,1,1,1,10,8,2,3,1,5,5,3,5,6,7,5,1,0.0646735189765347
4,4,4,4,4,4,3,2,4,4,4,2,3,3,3,1,1,6,5,3,1,1,1,10,8,2,3,1,5,5,11,5,6,7,4,3,0.0646735189765347
5,5,5,5,4,5,3,5,5,4,5,5,4,5,2,1,2,6,6,3,1,0,1,12,6,2,3,1,3,4,8,6,6,8,6,3,-0.291694711497771
4,4,4,4,3,3,2,2,4,4,5,2,4,3,3,1,2,6,6,3,1,1,1,12,5,2,3,1,3,4,3,6,5,4,4,3,-0.209033903786619
5,5,5,5,4,3,3,2,5,5,4,4,4,3,2,1,1,6,8,3,1,0,0,12,7,2,3,1,4,4,13,7,6,7,2,6,-0.371998191579417
5,4,5,5,4,4,3,5,5,4,5,3,5,3,2,1,2,6,8,3,1,1,0,11,7,2,3,1,4,4,2,8,8,8,7,4,-0.140983827320575
5,4,5,4,3,4,2,3,4,4,4,5,4,4,3,1,2,3,5,2,0,1,1,7,7,2,3,1,3,4,7,7,6,8,5,1,0.297508794071883
5,5,5,5,4,4,3,5,4,4,4,3,5,4,3,1,2,6,5,1,0,0,1,14,8,2,3,1,4,4,3,6,6,7,5,5,-0.707837715485084
5,5,5,5,4,4,3,5,4,2,4,5,4,4,3,1,2,6,5,1,0,0,1,14,8,2,3,1,4,4,13,4,6,8,8,1,-0.707837715485084
4,4,4,4,4,5,3,5,3,4,3,3,1,4,2,1,1,6,3,2,0,1,1,11,8,2,3,1,4,4,16,6,7,5,4,3,-0.131372397305625
4,4,5,4,4,4,3,3,4,5,4,4,4,3,2,1,1,6,6,3,1,1,1,10,7,2,3,1,3,4,12,5,5,6,4,3,0.0646735189765347
4,4,4,4,3,4,2,4,4,4,4,4,4,4,2,1,2,6,6,3,1,1,1,8,6,2,3,1,3,4,3,4,6,5,2,2,0.265557685454061
5,5,5,4,5,5,3,4,4,4,4,4,1,3,3,1,1,5,5,1,0,1,1,11,8,2,3,1,5,5,2,7,8,7,5,5,-0.131372397305625
3,4,5,3,4,3,3,4,4,3,4,2,3,2,3,1,2,5,6,1,0,0,1,12,8,2,3,1,5,3,12,2,6,4,1,2,-0.366547958520816
5,5,5,5,3,5,3,5,4,4,4,3,4,4,2,1,2,4,6,2,0,2,1,12,7,2,3,1,4,5,5,6,8,6,1,4,-0.196309062639902
4,4,5,4,5,4,3,5,2,4,4,5,4,4,2,1,2,5,5,1,0,0,1,11,8,2,2,1,4,4,3,6,7,6,3,4,-0.212952965925216
4,5,5,5,4,4,3,4,4,4,2,2,5,5,3,1,2,5,5,1,0,1,1,11,8,2,3,1,4,4,15,5,6,4,3,1,-0.131372397305625
5,4,5,5,4,4,3,3,4,4,5,5,4,4,2,1,2,5,4,1,0,1,1,11,8,2,3,1,4,4,13,5,7,6,6,3,-0.131372397305625
4,3,5,3,4,3,3,4,4,4,4,4,4,2,2,1,2,3,5,1,0,0,1,12,7,2,3,1,4,3,7,4,7,4,3,2,-0.366547958520816
4,4,4,4,5,4,3,4,4,4,4,4,2,2,2,1,2,8,4,2,0,1,0,7,7,2,3,1,4,3,3,5,5,7,5,6,0.214326372347713
4,5,5,5,3,5,2,4,4,2,4,3,3,4,1,1,1,6,8,1,0,2,0,10,6,2,3,1,4,3,13,4,6,4,3,3,-0.00196027433263968
5,4,5,4,4,4,3,4,4,4,4,4,5,4,2,1,1,6,8,1,0,1,0,10,7,2,3,1,4,4,2,6,7,6,4,4,-0.0831991516385535
5,4,5,4,3,4,3,5,4,4,4,5,4,4,2,2,2,6,8,1,0,1,0,8,6,2,3,1,4,3,7,3,7,8,4,1,0.118708149113598
5,4,4,4,4,4,3,2,4,4,4,4,4,4,1,2,2,6,6,1,0,1,1,9,7,2,3,1,3,4,3,4,4,4,4,4,0.105595258883431
5,4,5,5,4,5,3,5,5,1,5,5,5,5,1,1,1,6,6,1,0,0,1,8,6,2,3,1,3,4,13,5,5,8,5,1,0.120817091588101
5,5,5,5,5,4,3,3,4,5,4,4,4,3,3,1,2,6,6,1,0,0,1,8,6,2,3,1,3,3,3,8,7,5,2,1,0.120817091588101
4,5,5,4,3,5,3,4,4,4,4,2,4,5,3,1,2,6,6,1,0,0,1,8,5,2,3,1,3,3,15,5,5,7,5,4,0.120817091588101
4,4,4,4,5,5,3,3,4,3,4,3,4,5,3,1,2,6,6,1,0,1,1,10,7,2,3,1,3,4,5,4,6,4,3,4,-0.0031361190356389
4,4,5,4,4,4,2,3,4,1,5,4,4,3,2,1,2,8,8,3,1,1,0,11,6,2,3,1,4,3,16,5,5,5,4,4,-0.140983827320575
4,4,4,4,4,4,2,4,4,4,4,4,4,3,2,1,1,6,5,2,0,0,1,12,6,2,3,1,4,4,3,6,6,5,3,3,-0.366547958520816
5,4,5,5,4,5,3,4,4,2,4,2,4,4,3,1,1,6,6,1,0,0,1,10,6,2,3,1,4,3,5,4,6,7,5,2,-0.0836461388982
5,5,5,5,4,5,2,3,4,4,4,3,4,5,2,1,2,6,6,1,0,1,1,10,6,2,3,1,4,5,15,4,6,5,3,4,-0.0031361190356389
4,4,4,3,3,3,2,3,4,4,4,4,3,2,3,1,2,6,6,1,0,2,1,10,6,2,3,1,4,4,2,7,7,5,3,4,0.0784965848997547
4,4,5,4,4,5,3,4,5,5,4,3,5,3,2,1,2,6,4,1,0,1,1,10,8,2,3,1,4,5,13,8,6,6,3,4,-0.0031361190356389
5,4,5,5,5,4,2,5,4,4,5,3,5,5,2,1,1,6,6,3,1,0,1,12,6,2,3,1,4,4,3,5,6,7,5,2,-0.291694711497771
5,4,5,5,5,5,3,3,4,5,4,4,1,5,2,1,1,6,6,1,0,0,1,11,8,2,1,1,5,5,15,5,7,5,1,1,-0.212952965925216
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,0,1,1,12,8,2,3,1,5,5,8,8,8,8,8,8,-0.282031296498387
5,5,4,5,5,5,3,4,4,3,4,3,4,4,2,1,1,6,6,1,0,1,1,12,7,2,3,1,5,5,8,7,6,8,4,1,-0.282031296498387
5,5,5,5,4,5,3,2,4,3,5,5,5,2,2,1,2,6,7,1,0,1,1,12,7,2,3,1,5,5,7,8,6,4,5,3,-0.282031296498387
5,5,5,5,5,5,3,2,4,4,5,4,5,4,3,1,1,6,6,1,0,0,1,12,7,2,1,1,5,5,3,3,6,6,4,4,-0.366547958520816
3,2,4,4,4,4,3,5,4,4,4,2,4,3,2,1,2,6,6,1,0,1,1,12,8,2,3,1,5,5,15,4,6,7,6,4,-0.282031296498387
4,4,5,4,4,4,3,4,2,3,4,2,4,4,1,1,1,6,6,1,0,0,1,11,7,2,3,1,5,4,3,4,7,7,5,3,-0.212952965925216
4,4,4,5,4,5,3,4,2,4,2,2,4,3,2,1,2,6,6,1,0,1,1,11,8,2,3,1,5,4,14,4,6,5,1,1,-0.131372397305625
5,4,5,4,5,5,3,4,3,4,4,3,3,4,2,1,1,8,6,1,0,1,0,12,6,2,3,1,4,4,7,6,6,5,5,4,-0.362981021838155
5,5,5,5,4,3,3,5,5,5,5,5,5,4,2,1,2,8,6,1,0,0,0,11,8,2,3,1,4,4,2,7,7,6,3,2,-0.292714586252046
5,4,5,4,4,4,3,3,2,3,5,3,1,3,1,1,1,8,6,1,0,1,0,11,5,2,3,1,4,5,3,3,7,8,6,1,-0.211053130853549
5,5,5,5,4,4,3,5,5,4,5,1,5,3,2,1,1,8,6,1,0,1,0,14,8,2,3,1,4,5,8,6,6,5,4,3,-0.699352252559689
4,4,5,5,4,5,3,5,4,3,4,4,5,4,2,1,1,8,6,1,0,0,0,13,7,2,4,1,4,5,8,7,6,7,4,4,-0.594556629082805
5,4,5,4,4,4,3,5,4,4,5,5,5,4,2,1,1,8,6,1,0,0,0,13,7,2,3,1,4,4,3,6,8,5,4,3,-0.594556629082805
4,4,4,4,4,4,3,4,3,3,3,3,4,2,2,1,2,8,6,1,0,0,0,14,7,1,3,1,4,3,5,7,7,4,2,2,-0.658970287281948
5,5,5,5,4,5,3,3,3,3,5,3,1,3,3,1,2,8,6,1,0,0,0,13,7,2,3,1,4,4,3,8,7,6,4,3,-0.594556629082805
5,5,5,5,5,5,3,5,4,4,4,2,5,4,3,1,2,8,7,1,0,0,0,14,8,2,3,1,4,5,3,6,7,6,6,3,-0.816975370790688
5,4,5,4,5,4,3,5,5,4,4,3,5,3,3,1,2,8,6,1,0,1,0,14,7,2,3,1,4,3,2,4,6,8,7,3,-0.699352252559689
4,4,5,4,5,4,3,5,4,4,4,4,4,4,2,1,2,8,6,1,0,0,0,13,7,2,3,1,4,4,6,5,5,5,6,1,-0.594556629082805
4,4,5,5,4,3,3,5,4,4,4,2,3,3,2,1,1,8,6,1,0,0,0,14,8,2,3,1,4,3,16,5,6,6,3,2,-0.816975370790688
4,5,4,5,5,5,3,4,4,1,5,4,4,5,2,1,2,8,6,1,0,0,0,14,7,2,3,1,4,5,8,7,6,7,5,5,-0.816975370790688
5,4,5,5,4,2,3,5,4,4,5,4,5,4,3,1,1,8,6,1,0,1,0,11,8,2,3,1,4,3,8,6,8,5,4,3,-0.211053130853549
5,4,5,4,4,5,2,5,5,3,5,5,5,4,2,2,2,6,3,2,0,0,1,9,5,2,3,1,4,3,12,4,5,4,2,2,0.026204365727479
5,5,5,4,5,5,3,5,5,5,5,5,5,2,2,1,1,6,5,1,0,0,1,11,8,2,4,1,4,5,7,8,8,6,1,3,-0.212952965925216
4,4,4,4,5,4,3,4,4,2,5,4,4,4,2,1,2,6,5,1,0,1,1,11,8,2,3,1,4,5,3,5,5,5,4,1,-0.131372397305625
5,4,5,5,4,4,3,3,3,3,5,4,5,4,3,1,1,6,5,1,0,1,1,11,8,2,3,1,4,3,6,7,5,4,1,1,-0.131372397305625
4,5,5,4,4,4,3,4,2,5,3,2,3,4,2,1,1,6,5,1,0,1,1,11,8,2,3,1,4,4,5,4,6,5,1,3,-0.131372397305625
4,4,5,4,5,3,3,5,4,5,4,3,5,3,1,1,1,6,5,1,0,1,1,9,8,2,3,1,5,4,2,3,7,3,1,1,0.105595258883431
5,4,5,5,5,5,3,5,1,5,4,5,5,4,2,1,2,6,5,1,0,2,1,7,8,2,3,1,5,5,7,5,5,6,4,6,0.377216889563894
3,4,4,4,5,4,3,3,3,4,3,3,4,4,2,1,2,6,5,1,0,1,1,10,8,2,3,1,5,5,5,4,6,5,2,6,-0.0031361190356389
5,4,5,4,4,4,3,4,4,3,4,4,4,3,2,1,1,6,5,1,0,1,1,8,8,2,3,1,5,4,4,6,6,7,2,3,0.200130845736632
5,5,5,5,3,5,3,4,4,3,5,4,5,5,2,1,2,6,6,1,0,1,1,7,6,2,3,1,3,4,3,4,5,4,2,2,0.297508794071883
4,4,4,4,3,3,3,4,3,3,3,2,2,4,2,1,2,6,6,1,0,2,1,10,6,2,3,1,3,3,15,4,6,7,1,2,0.0784965848997547
5,5,5,5,3,3,3,4,4,3,4,5,5,3,3,1,2,6,7,1,0,1,1,10,7,2,3,1,3,4,3,8,7,6,3,2,-0.0031361190356389
5,4,5,4,4,4,3,5,4,4,4,4,4,4,2,1,2,6,6,1,0,0,1,9,6,2,3,1,3,3,3,5,6,7,2,4,0.026204365727479
4,4,5,4,4,3,3,3,3,4,5,4,3,3,3,1,1,6,6,1,0,1,1,7,7,2,1,1,3,3,16,4,5,5,1,1,0.297508794071883
5,5,5,4,4,4,3,4,4,3,4,4,4,4,3,1,1,5,5,3,1,1,1,10,8,2,3,1,4,3,12,6,7,4,1,1,0.0646735189765347
4,4,4,4,4,5,2,2,3,1,2,3,1,3,3,1,1,8,8,2,0,1,0,10,7,2,3,1,4,4,10,3,8,5,2,1,-0.0831991516385535
4,5,4,5,3,4,2,5,4,5,5,4,5,4,3,1,2,8,8,2,0,1,0,10,6,2,3,1,4,4,7,5,7,6,4,5,-0.0831991516385535
5,5,5,5,5,5,3,4,4,1,5,5,5,5,2,1,2,8,8,2,0,1,0,13,7,2,3,1,4,4,9,7,7,6,4,4,-0.510097057280033
4,4,5,4,4,3,2,4,4,5,5,4,4,4,3,1,1,8,8,2,0,1,0,13,6,2,3,1,4,4,10,5,7,6,2,8,-0.510097057280033
4,4,5,4,4,4,2,3,4,2,4,4,4,3,3,1,2,5,3,1,0,1,1,11,7,2,3,1,4,4,15,5,7,6,5,5,-0.131372397305625
5,5,5,5,4,5,3,5,4,3,5,5,5,5,2,1,1,5,3,1,0,1,1,12,7,2,3,1,4,4,2,4,5,7,4,1,-0.282031296498387
4,3,5,3,4,4,3,3,3,2,4,3,4,3,3,1,1,5,3,1,0,1,1,11,7,2,3,1,4,4,4,7,7,4,2,1,-0.131372397305625
5,5,5,4,5,4,3,5,4,4,5,4,5,4,3,1,1,3,3,3,1,1,1,10,8,2,1,1,4,4,7,4,6,5,4,1,0.0646735189765347
4,4,4,4,5,5,3,4,4,4,4,3,4,3,3,1,1,4,4,1,0,1,1,9,8,2,3,1,4,5,11,6,7,8,5,2,0.105595258883431
4,4,5,4,4,3,3,4,4,4,4,4,4,4,2,1,1,5,5,1,0,1,1,9,8,2,3,1,4,4,13,5,6,6,4,4,0.105595258883431
4,4,5,4,4,4,3,4,4,5,4,5,1,2,2,1,2,5,5,1,0,1,1,9,8,2,3,1,4,5,16,5,5,5,5,3,0.105595258883431
4,4,4,4,3,5,2,4,4,4,4,4,4,4,2,1,2,6,7,2,0,0,1,12,7,2,3,1,3,4,13,5,6,5,1,1,-0.366547958520816
4,4,4,4,4,4,2,4,4,4,4,3,4,3,3,1,1,6,5,1,0,1,1,11,6,2,3,1,3,3,4,6,7,5,1,3,-0.131372397305625
5,5,5,5,4,5,3,5,5,5,5,5,5,5,2,1,2,3,5,1,0,1,1,7,6,2,3,1,4,5,3,4,6,8,7,4,0.297508794071883
5,5,5,5,4,2,2,5,5,5,5,4,5,2,2,1,1,3,5,1,0,1,1,10,6,2,3,1,4,3,8,6,6,8,6,2,-0.0031361190356389
5,4,5,4,3,4,3,5,4,4,4,4,4,4,2,1,1,3,4,1,0,1,1,8,7,2,1,1,4,3,7,5,8,7,2,3,0.200130845736632
4,4,5,4,4,5,3,4,4,5,4,5,4,3,3,1,1,6,6,1,0,0,1,13,7,2,3,1,4,4,15,4,4,4,4,1,-0.514971661069341
5,5,5,5,5,4,3,5,5,4,5,5,1,5,3,1,1,6,6,1,0,1,1,13,7,2,3,1,4,5,3,6,5,5,4,2,-0.431829612299917
4,5,5,4,3,4,2,5,5,3,4,5,5,4,3,1,2,6,6,1,0,0,1,13,7,2,3,1,4,4,6,4,5,5,2,6,-0.514971661069341
5,5,5,4,4,5,3,4,5,5,5,4,5,4,2,1,2,6,6,1,0,1,1,14,8,2,3,1,4,5,2,6,5,5,4,2,-0.602593539567094
4,3,4,4,5,5,3,2,4,4,4,2,3,2,2,1,2,6,7,1,0,0,1,14,5,2,3,1,4,3,8,4,6,7,5,5,-0.707837715485084
4,4,5,4,5,3,3,3,4,4,4,4,4,2,3,1,2,6,6,1,0,1,1,13,7,2,3,1,4,4,13,4,6,6,5,2,-0.431829612299917
4,4,5,5,4,5,2,3,2,2,4,3,4,4,3,1,1,6,6,1,0,0,1,14,6,2,3,1,4,4,3,4,6,5,4,5,-0.707837715485084
4,4,4,5,4,5,2,4,4,3,4,2,2,4,2,1,2,6,7,1,0,0,1,13,6,2,3,1,4,5,3,5,6,6,5,4,-0.514971661069341
5,5,5,5,3,3,2,4,4,3,4,4,1,5,1,1,2,6,6,1,0,0,1,14,7,2,3,1,4,3,6,4,7,7,7,3,-0.707837715485084
5,5,5,5,4,5,3,3,5,4,5,3,4,4,3,1,2,3,3,1,0,1,1,8,8,2,3,1,4,4,8,7,5,5,3,3,0.200130845736632
5,5,5,5,4,5,3,5,4,4,4,4,5,5,3,1,1,3,3,1,0,1,1,9,7,2,3,1,4,4,7,8,7,4,1,1,0.105595258883431
4,4,4,4,4,5,2,4,3,4,4,3,3,4,2,1,2,3,3,1,0,1,1,8,7,2,3,1,4,4,3,5,6,6,4,3,0.200130845736632
4,4,5,4,4,4,3,3,4,5,4,4,4,3,3,1,1,3,3,1,0,1,1,10,8,2,1,1,4,4,7,7,7,4,4,1,-0.0031361190356389
5,4,5,5,3,3,2,5,4,4,4,4,4,4,2,1,2,3,3,1,0,1,1,9,7,2,3,1,4,3,14,4,6,8,5,2,0.105595258883431
4,4,4,4,3,4,2,3,3,4,4,3,4,3,2,1,2,3,3,1,0,2,1,7,7,2,1,1,4,5,7,7,8,3,1,3,0.377216889563894
4,4,5,5,4,2,3,4,4,3,3,4,1,3,1,1,2,3,3,1,0,1,1,9,8,2,3,1,4,3,8,3,6,6,4,7,0.105595258883431
5,4,5,4,5,5,3,5,4,3,4,3,4,3,2,1,2,3,3,1,0,1,1,10,8,2,3,1,4,4,7,7,5,4,4,5,-0.0031361190356389
4,4,5,4,4,4,2,4,4,4,4,2,3,3,3,1,2,3,3,1,0,1,1,9,7,2,3,1,4,3,7,6,6,5,4,2,0.105595258883431
4,4,4,4,4,4,2,3,4,3,3,2,3,3,2,1,1,3,3,1,0,1,1,9,8,2,3,1,4,4,2,5,7,4,2,1,0.105595258883431
5,4,5,5,3,4,3,5,4,4,5,4,5,4,3,1,1,3,3,1,0,1,1,8,7,2,3,1,4,4,4,6,7,5,1,1,0.200130845736632
5,5,5,5,4,4,3,4,3,4,4,4,4,3,2,1,2,5,4,1,0,1,1,9,8,2,3,1,5,4,2,4,6,4,2,1,0.105595258883431
4,5,5,4,5,2,3,3,4,5,4,3,4,2,3,1,1,5,5,1,0,0,1,9,8,2,1,1,5,3,7,3,7,5,1,1,0.026204365727479
5,5,4,5,5,5,2,4,4,5,5,5,1,2,2,1,1,4,4,1,0,0,1,8,8,2,1,1,5,4,14,5,7,4,3,1,0.120817091588101
4,4,4,4,5,5,3,4,4,3,4,4,4,5,2,1,1,5,4,1,0,1,1,7,8,2,3,1,5,4,10,6,6,6,2,4,0.297508794071883
4,4,4,4,5,5,3,3,4,3,2,2,1,4,2,1,2,4,4,1,0,1,1,9,8,2,3,1,5,5,4,7,7,6,1,1,0.105595258883431
4,3,4,3,4,5,3,5,1,4,4,5,5,2,3,1,1,6,6,2,0,2,1,11,8,2,3,1,5,5,6,8,6,4,2,2,-0.0484477914297681
4,4,5,4,4,4,1,5,4,2,5,4,5,4,2,1,2,6,6,2,0,1,1,11,6,2,3,1,5,5,8,4,6,7,6,3,-0.131372397305625
5,5,5,5,5,5,3,3,1,3,5,4,5,4,2,1,1,5,3,3,1,1,1,12,6,2,3,1,4,3,9,5,6,6,3,1,-0.209033903786619
4,3,5,4,4,5,2,3,4,4,4,4,1,2,3,1,1,4,5,4,1,1,1,9,7,2,3,1,4,5,2,8,6,6,2,1,0.171722347897922
4,4,4,4,3,5,3,3,4,4,4,1,4,4,1,1,1,4,4,4,1,0,1,10,8,2,3,1,4,5,13,7,6,4,2,4,-0.0149168951795423
5,5,5,4,3,4,3,2,4,4,4,2,3,3,3,1,2,4,4,4,1,2,1,10,8,1,3,1,4,5,7,7,7,4,3,6,0.233169236825387
5,5,5,5,4,4,3,4,4,4,4,4,3,4,3,1,2,8,8,1,0,1,0,10,8,2,3,1,4,5,14,5,5,5,3,2,-0.0831991516385535
5,5,5,5,3,3,3,3,2,5,5,4,3,4,2,1,2,8,8,1,0,1,0,8,8,2,3,1,4,4,7,3,5,6,1,3,0.118708149113598
4,4,4,4,3,2,3,2,3,3,3,2,3,3,3,1,1,8,8,1,0,1,0,9,7,2,3,1,4,3,14,4,5,7,5,6,0.0253276426694064
4,3,5,3,4,5,3,4,4,4,4,4,4,5,2,1,2,8,8,1,0,1,0,10,8,2,3,1,4,5,15,5,6,6,6,3,-0.0831991516385535
